Sun Oct 17 15:58:32 CDT 2010,DIRL,0,1,8,1193,0,0,0,task-Sleep,479,task-Diffuse,1120,11.211018539920175,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,2,8,1266,0,0,0,task-Sleep,466,task-Diffuse,1133,11.016696348690262,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,3,4,1358,0,0,0,task-Sleep,491,task-Diffuse,1108,11.011525888485286,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,4,2,164,0,0,3,task-10-0,164,task-Sleep,1271,task-Diffuse,164,23.00700972360826,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,5,9,1355,0,0,111,task-10-0,1356,task-Sleep,193,task-Diffuse,50,6.729800995774387,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,6,7,1354,0,0,104,task-10-0,1355,task-Sleep,184,task-Diffuse,60,6.991815905373419,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,7,7,1345,0,0,101,task-10-0,1346,task-Sleep,190,task-Diffuse,63,7.080868147594234,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,8,11,174,0,0,3,task-10-0,174,task-Sleep,1266,task-Diffuse,159,22.438766568611044,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,9,7,163,0,0,2,task-10-0,163,task-Sleep,1285,task-Diffuse,151,23.09997114221667,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,10,7,154,0,0,1,task-10-0,155,task-Sleep,1286,task-Diffuse,158,93.12479019936082,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,11,11,150,0,0,2,task-10-0,150,task-Sleep,1283,task-Diffuse,166,92.68104561410225,null
Sun Oct 17 15:58:32 CDT 2010,DIRL,0,12,7,155,0,0,2,task-10-0,155,task-Sleep,1276,task-Diffuse,168,92.96509488618504,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,1,1,1202,0,0,0,task-Sleep,512,task-Diffuse,1087,11.699701113748604,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,2,12,1393,0,0,0,task-Sleep,532,task-Diffuse,1067,11.619827998308807,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,3,8,1048,0,0,0,task-Sleep,511,task-Diffuse,1088,11.686341621938084,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,4,7,183,0,0,4,task-10-0,183,task-Sleep,1243,task-Diffuse,173,22.603799117649526,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,5,11,1334,0,0,130,task-10-0,1335,task-Sleep,199,task-Diffuse,65,6.825013558738028,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,6,7,1332,0,0,102,task-10-0,1333,task-Sleep,197,task-Diffuse,69,7.183913731674345,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,7,7,1334,0,0,92,task-10-0,1335,task-Sleep,197,task-Diffuse,67,7.191455921214619,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,8,11,171,0,0,2,task-10-0,171,task-Sleep,1265,task-Diffuse,163,22.430583178351466,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,9,7,162,0,0,2,task-10-0,162,task-Sleep,1280,task-Diffuse,157,23.029086638976985,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,10,7,151,0,0,1,task-10-0,151,task-Sleep,1291,task-Diffuse,157,93.19111363963754,null
Sun Oct 17 16:03:58 CDT 2010,DIRL,0,11,11,137,0,0,1,task-10-0,137,task-Sleep,1319,task-Diffuse,143,93.22795969351861,null
Sun Oct 17 16:03:59 CDT 2010,DIRL,0,12,7,148,0,0,1,task-10-0,148,task-Sleep,1303,task-Diffuse,148,93.36204644539693,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,1,66,1202,0,1,1,task-Sleep,843,task-Diffuse,1156,10.103583760139205,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,2,99,1393,0,0,0,task-Sleep,869,task-Diffuse,1130,10.002533330903905,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,3,74,1048,0,1779,0,task-Sleep,529,task-Diffuse,1470,5.445115379874565,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,4,73,183,0,0,4,task-10-0,226,task-Sleep,1555,task-Diffuse,218,20.730046584900858,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,5,98,1334,1,0,130,task-10-0,1388,task-Sleep,507,task-Diffuse,104,4.826769345276052,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,6,54,1332,0,0,102,task-10-0,1384,task-Sleep,506,task-Diffuse,109,5.2924610189136505,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,7,73,1334,0,0,92,task-10-0,1386,task-Sleep,501,task-Diffuse,112,5.190068516005228,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,8,97,171,0,0,2,task-10-0,213,task-Sleep,1590,task-Diffuse,196,20.67426482998226,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,9,65,162,0,0,2,task-10-0,210,task-Sleep,1594,task-Diffuse,195,21.225896783320284,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,10,67,151,0,0,1,task-10-0,197,task-Sleep,1605,task-Diffuse,197,91.34195948600588,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,11,90,137,1858,0,19,task-10-0,372,task-Sleep,1336,task-Diffuse,154,86.9430533213626,null
Sun Oct 17 16:04:50 CDT 2010,DIRL,0,12,64,148,0,0,1,task-10-0,191,task-Sleep,1623,task-Diffuse,185,91.64401520937622,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,1,1,2094,0,0,0,task-Sleep,249,task-Diffuse,1350,7.8369208609983225,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,2,12,0,0,0,0,task-Sleep,1367,task-Diffuse,232,23.99624980421442,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,3,2,1789,0,0,0,task-Sleep,243,task-Diffuse,1356,7.757846484595076,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,4,6,832,0,0,45,task-10-0,833,task-Sleep,595,task-Diffuse,171,13.076064976936285,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,5,10,1329,0,0,86,task-10-0,1330,task-Sleep,194,task-Diffuse,75,6.757859012394991,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,6,6,645,0,0,32,task-10-0,646,task-Sleep,799,task-Diffuse,154,16.048463529280948,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,7,5,670,0,0,32,task-10-0,671,task-Sleep,788,task-Diffuse,140,15.872325356352755,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,8,10,156,0,0,2,task-10-0,156,task-Sleep,1292,task-Diffuse,151,22.85660717555713,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,9,6,602,0,0,33,task-10-0,602,task-Sleep,825,task-Diffuse,172,16.39316316717749,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,10,6,147,0,0,4,task-10-0,147,task-Sleep,1281,task-Diffuse,171,93.07128559046345,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,11,10,147,0,0,4,task-10-0,147,task-Sleep,1291,task-Diffuse,161,92.85032403907125,null
Sun Oct 17 16:33:12 CDT 2010,DIRL,0,12,6,140,0,0,4,task-10-0,140,task-Sleep,1275,task-Diffuse,184,92.99503302614993,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,1,64,2094,0,1,1,task-Sleep,576,task-Diffuse,1423,6.180897536586909,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,2,97,0,0,0,0,task-Sleep,1700,task-Diffuse,299,22.317923866980216,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,3,67,1789,0,1799,1,task-Sleep,256,task-Diffuse,1743,1.4284999230069597,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,4,71,832,0,0,45,task-10-0,878,task-Sleep,913,task-Diffuse,208,11.2752131979819,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,5,96,1329,1,0,86,task-10-0,1381,task-Sleep,507,task-Diffuse,111,4.819682169166499,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,6,69,645,0,0,32,task-10-0,696,task-Sleep,1106,task-Diffuse,197,14.126709920146238,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,7,70,670,0,0,32,task-10-0,716,task-Sleep,1087,task-Diffuse,196,13.813205205609632,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,8,93,156,0,0,2,task-10-0,197,task-Sleep,1617,task-Diffuse,185,21.096802686276018,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,9,65,602,0,0,33,task-10-0,647,task-Sleep,1134,task-Diffuse,218,14.51199823855394,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,10,71,147,0,0,4,task-10-0,187,task-Sleep,1606,task-Diffuse,206,91.37980374875315,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,11,96,147,1853,0,22,task-10-0,371,task-Sleep,1301,task-Diffuse,180,86.44855928804701,null
Sun Oct 17 16:33:56 CDT 2010,DIRL,0,12,62,140,0,0,4,task-10-0,183,task-Sleep,1594,task-Diffuse,222,91.26040933291613,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,1,7,2003,0,0,0,task-Sleep,249,task-Diffuse,1350,7.828353544264836,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,2,12,0,0,0,0,task-Sleep,1360,task-Diffuse,239,23.86929718980988,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,3,2,2057,0,0,0,task-Sleep,223,task-Diffuse,1376,7.4426763694170734,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,4,6,736,0,0,40,task-10-0,737,task-Sleep,723,task-Diffuse,139,14.945374704874093,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,5,8,583,0,0,28,task-10-0,583,task-Sleep,877,task-Diffuse,139,16.826451532987388,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,6,6,526,0,0,32,task-10-0,527,task-Sleep,869,task-Diffuse,203,17.086352024491912,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,7,6,697,0,0,36,task-10-0,697,task-Sleep,720,task-Diffuse,182,14.860665106835441,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,8,10,1055,0,0,72,task-10-0,1056,task-Sleep,414,task-Diffuse,129,9.971500414078617,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,9,6,682,0,0,31,task-10-0,682,task-Sleep,768,task-Diffuse,149,15.558748080102562,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,10,6,174,0,0,4,task-10-0,174,task-Sleep,1278,task-Diffuse,147,93.01340289752478,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,11,10,169,0,0,5,task-10-0,169,task-Sleep,1234,task-Diffuse,196,91.99428158005223,null
Sun Oct 17 18:12:30 CDT 2010,DIRL,0,12,6,223,0,0,12,task-10-0,223,task-Sleep,1167,task-Diffuse,209,91.41590397678213,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,1,74,2004,0,1,0,task-Sleep,584,task-Diffuse,1415,6.290679588393304,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,2,103,0,0,0,0,task-Sleep,1703,task-Diffuse,296,22.35836247414564,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,3,69,2058,0,1690,1,task-Sleep,247,task-Diffuse,1752,1.281092123542797,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,4,73,737,0,0,40,task-10-0,793,task-Sleep,1022,task-Diffuse,184,12.869773098519138,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,5,99,583,1,0,28,task-10-0,626,task-Sleep,1187,task-Diffuse,186,14.847973584214076,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,6,73,527,0,0,32,task-10-0,568,task-Sleep,1186,task-Diffuse,245,15.329942002930306,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,7,71,697,0,0,36,task-10-0,739,task-Sleep,1035,task-Diffuse,225,13.039063976714912,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,8,101,1055,0,0,72,task-10-0,1107,task-Sleep,721,task-Diffuse,171,7.937576212097276,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,9,73,682,0,0,31,task-10-0,731,task-Sleep,1060,task-Diffuse,208,13.433848165410023,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,10,73,174,0,0,4,task-10-0,215,task-Sleep,1592,task-Diffuse,192,91.16541271544041,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,11,100,169,1783,0,23,task-10-0,357,task-Sleep,1260,task-Diffuse,213,85.84655549685517,null
Sun Oct 17 18:13:13 CDT 2010,DIRL,0,12,73,223,0,0,12,task-10-0,266,task-Sleep,1478,task-Diffuse,255,89.56703530285102,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,1,7,1936,0,0,0,task-Sleep,223,task-Diffuse,1376,7.471809402434379,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,2,12,0,0,0,0,task-Sleep,1379,task-Diffuse,220,24.148785908852666,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,3,2,1923,0,0,0,task-Sleep,217,task-Diffuse,1382,7.384912271147669,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,4,6,650,0,0,37,task-10-0,650,task-Sleep,750,task-Diffuse,199,15.349086197444104,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,5,10,531,0,0,39,task-10-0,531,task-Sleep,927,task-Diffuse,141,17.587404008293365,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,6,6,159,0,0,2,task-10-0,159,task-Sleep,1278,task-Diffuse,162,23.111315261278985,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,7,6,787,0,0,39,task-10-0,788,task-Sleep,690,task-Diffuse,121,14.458367799708066,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,8,10,886,0,0,71,task-10-0,887,task-Sleep,559,task-Diffuse,153,12.139029852341345,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,9,6,1266,0,0,67,task-10-0,1267,task-Sleep,221,task-Diffuse,111,7.576994480162986,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,10,6,147,0,0,2,task-10-0,147,task-Sleep,1281,task-Diffuse,171,93.08679430510236,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,11,10,156,0,0,6,task-10-0,157,task-Sleep,1240,task-Diffuse,202,92.14975061024161,null
Sun Oct 17 18:32:37 CDT 2010,DIRL,0,12,6,143,0,0,3,task-10-0,143,task-Sleep,1290,task-Diffuse,166,93.26856783895379,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,1,74,1944,0,1,0,task-Sleep,560,task-Diffuse,1439,5.962055027858805,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,2,102,0,0,0,0,task-Sleep,1724,task-Diffuse,275,22.65605291870938,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,3,69,1928,0,1777,1,task-Sleep,233,task-Diffuse,1766,1.0997564710472725,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,4,73,651,0,0,37,task-10-0,697,task-Sleep,1066,task-Diffuse,236,13.53541963518642,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,5,100,531,3,0,39,task-10-0,577,task-Sleep,1230,task-Diffuse,192,15.517463279036898,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,6,73,159,0,0,2,task-10-0,198,task-Sleep,1595,task-Diffuse,206,21.354010767117206,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,7,73,791,0,0,40,task-10-0,842,task-Sleep,995,task-Diffuse,162,12.472507251650995,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,8,100,890,0,0,73,task-10-0,943,task-Sleep,862,task-Diffuse,194,10.04288145535778,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,9,73,1270,0,0,68,task-10-0,1320,task-Sleep,527,task-Diffuse,152,5.637557680837433,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,10,73,147,0,0,2,task-10-0,191,task-Sleep,1600,task-Diffuse,208,91.31244335860713,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,11,100,156,1840,0,24,task-10-0,368,task-Sleep,1261,task-Diffuse,213,85.90897145707272,null
Sun Oct 17 18:33:18 CDT 2010,DIRL,0,12,73,144,0,0,3,task-10-0,191,task-Sleep,1599,task-Diffuse,209,91.4006005674332,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,1,8,939,0,0,0,task-Sleep,572,task-Diffuse,1027,12.599063695468839,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,2,12,1107,0,0,0,task-Sleep,555,task-Diffuse,1044,11.98816514322355,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,3,3,1080,0,0,0,task-Sleep,543,task-Diffuse,1056,12.154139158909992,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,4,7,181,0,0,5,task-10-0,181,task-Sleep,1247,task-Diffuse,171,22.64689525062014,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,5,11,777,0,0,52,task-10-0,777,task-Sleep,700,task-Diffuse,122,14.223268898908449,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,6,7,170,0,0,5,task-10-0,170,task-Sleep,1250,task-Diffuse,179,22.696582220558152,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,7,7,1308,0,0,94,task-10-0,1309,task-Sleep,209,task-Diffuse,81,7.36503813085321,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,8,11,831,0,0,76,task-10-0,832,task-Sleep,648,task-Diffuse,119,13.450586182570524,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,9,7,751,0,0,49,task-10-0,751,task-Sleep,724,task-Diffuse,124,14.915719211185676,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,10,7,161,0,0,6,task-10-0,162,task-Sleep,1243,task-Diffuse,194,92.51688796696627,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,11,11,147,0,0,2,task-10-0,147,task-Sleep,1289,task-Diffuse,163,92.84188743336964,null
Sun Oct 17 21:49:02 CDT 2010,DIRL,0,12,7,150,0,0,1,task-10-0,150,task-Sleep,1296,task-Diffuse,153,93.32451592846189,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,1,8,1207,0,0,0,task-Sleep,597,task-Diffuse,1002,12.972515430074175,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,2,11,1392,0,0,0,task-Sleep,590,task-Diffuse,1009,12.493600363688959,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,3,7,1068,0,0,0,task-Sleep,588,task-Diffuse,1011,12.83335532986093,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,4,7,869,0,0,54,task-10-0,869,task-Sleep,596,task-Diffuse,134,13.061923192463487,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,5,11,1066,0,0,71,task-10-0,1066,task-Sleep,431,task-Diffuse,102,10.272792837124273,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,6,7,1333,0,0,80,task-10-0,1334,task-Sleep,198,task-Diffuse,67,7.217140046879153,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,7,7,646,0,0,39,task-10-0,647,task-Sleep,813,task-Diffuse,139,16.22612827650859,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,8,9,162,0,0,3,task-10-0,162,task-Sleep,1258,task-Diffuse,179,22.346458568525325,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,9,7,158,0,0,2,task-10-0,158,task-Sleep,1292,task-Diffuse,149,23.223644687417526,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,10,7,142,0,0,2,task-10-0,142,task-Sleep,1309,task-Diffuse,148,93.4730706438949,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,11,11,150,0,0,2,task-10-0,150,task-Sleep,1277,task-Diffuse,172,92.62154010826391,null
Sun Oct 17 22:12:27 CDT 2010,DIRL,0,12,7,147,0,0,2,task-10-0,147,task-Sleep,1282,task-Diffuse,170,93.06981972186287,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,1,8,1393,0,0,0,task-Sleep,668,task-Diffuse,931,13.980249190686097,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,2,11,1394,0,0,0,task-Sleep,707,task-Diffuse,892,14.194743003413189,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,3,6,970,0,0,0,task-Sleep,635,task-Diffuse,964,13.510377505073965,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,4,7,1272,0,0,74,task-10-0,1272,task-Sleep,219,task-Diffuse,108,7.5115087660532245,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,5,10,1248,0,0,80,task-10-0,1248,task-Sleep,262,task-Diffuse,89,7.726653872721425,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,6,7,858,0,0,51,task-10-0,859,task-Sleep,609,task-Diffuse,131,13.22019910911133,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,7,6,183,0,0,4,task-10-0,183,task-Sleep,1240,task-Diffuse,176,22.456172533580865,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,8,10,306,0,0,16,task-10-0,307,task-Sleep,1141,task-Diffuse,151,20.644963842546165,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,9,7,683,0,0,38,task-10-0,683,task-Sleep,777,task-Diffuse,139,15.650520794287697,null
Sun Oct 17 22:19:09 CDT 2010,DIRL,0,10,6,147,0,0,7,task-10-0,147,task-Sleep,1231,task-Diffuse,221,92.32471190867217,null
Sun Oct 17 22:19:10 CDT 2010,DIRL,0,11,10,152,0,0,1,task-10-0,152,task-Sleep,1290,task-Diffuse,157,92.82662048304985,null
Sun Oct 17 22:19:10 CDT 2010,DIRL,0,12,7,149,0,0,2,task-10-0,149,task-Sleep,1298,task-Diffuse,152,93.29832839730024,null
Sun Oct 17 22:19:58 CDT 2010,DIRL,0,1,73,1393,0,1,1,task-Sleep,989,task-Diffuse,1010,12.236369827175222,null
Sun Oct 17 22:19:58 CDT 2010,DIRL,0,2,95,1394,0,0,0,task-Sleep,1039,task-Diffuse,960,12.518375777794892,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,3,72,970,0,1695,1,task-Sleep,664,task-Diffuse,1335,7.435547235452588,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,4,72,1272,0,0,74,task-10-0,1323,task-Sleep,527,task-Diffuse,149,5.565740702457903,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,5,91,1248,0,0,80,task-10-0,1303,task-Sleep,554,task-Diffuse,142,5.497012993630286,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,6,72,858,0,0,51,task-10-0,912,task-Sleep,916,task-Diffuse,171,11.318852307597227,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,7,67,183,0,0,4,task-10-0,227,task-Sleep,1556,task-Diffuse,216,20.64664261046547,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,8,95,306,1,0,16,task-10-0,346,task-Sleep,1464,task-Diffuse,189,18.848137316240166,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,9,67,683,0,0,38,task-10-0,725,task-Sleep,1098,task-Diffuse,176,13.943487478880241,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,10,64,147,0,0,7,task-10-0,187,task-Sleep,1560,task-Diffuse,252,90.69587909229358,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,11,100,152,1823,0,19,task-10-0,365,task-Sleep,1302,task-Diffuse,180,86.45829929307946,null
Sun Oct 17 22:19:59 CDT 2010,DIRL,0,12,66,149,0,0,2,task-10-0,195,task-Sleep,1606,task-Diffuse,198,91.40306089756531,null
